Term Code,Term Name,Term Type,Source Ontology,Description,Business Meaning,Technical Meaning,Schema.org Equivalent,Status,Property Count,Relationships,Parent Entity,Data Type,Required,Constraints,Example,Source Entity,Target Entity,Cardinality
property-SuccessStory-industrySegment,industrySegment,Property,Conversion & Subscription,Industry for targeting similar prospects,Attribute capturing industry for targeting similar prospects,Field 'industrySegment' of type Text(required),,active,,,SuccessStory,Text,Yes,,,,,
property-SuccessStory-companySize,companySize,Property,Conversion & Subscription,Company size for targeting similar prospects,Attribute capturing company size for targeting similar prospects,Field 'companySize' of type Text(required),,active,,,SuccessStory,Text,Yes,,,,,
property-SuccessStory-useCaseRelevance,useCaseRelevance,Property,Conversion & Subscription,Which use cases this story applies to,Attribute capturing which use cases this story applies to,Field 'useCaseRelevance' of type ItemList(required),,active,,,SuccessStory,ItemList,Yes,,"Market perception improvement, Competitive positioning, Thought leadership",,,
property-SuccessStory-published,published,Property,Conversion & Subscription,Whether story is approved for publication,Attribute capturing whether story is approved for publication,Field 'published' of type Boolean(required),,active,,,SuccessStory,Boolean,Yes,,,,,
property-SuccessStory-anonymized,anonymized,Property,Conversion & Subscription,Whether customer identity is anonymized,Attribute capturing whether customer identity is anonymized,Field 'anonymized' of type Boolean(required),,active,,,SuccessStory,Boolean,Yes,,,,,
entity-Subscription,Subscription,Entity,Conversion & Subscription,Active subscription record,Business concept representing Subscription within the Conversion & Subscription domain,JSON-LD entity of type Subscription with 8 defined properties,schema:Thing,active,8,0,,,,,,,,
property-Subscription-subscriptionId,subscriptionId,Property,Conversion & Subscription,Unique subscription identifier,Attribute capturing unique subscription identifier,Field 'subscriptionId' of type Text(required),,active,,,Subscription,Text,Yes,,,,,
property-Subscription-organization,organization,Property,Conversion & Subscription,Subscribing organization,Attribute capturing subscribing organization,Field 'organization' of type CustomerOrganization(required),,active,,,Subscription,CustomerOrganization,Yes,,,,,
property-Subscription-package,package,Property,Conversion & Subscription,Subscribed package,Attribute capturing subscribed package,Field 'package' of type SubscriptionPackage(required),,active,,,Subscription,SubscriptionPackage,Yes,,,,,
property-Subscription-startDate,startDate,Property,Conversion & Subscription,Subscription start date,Attribute capturing subscription start date,Field 'startDate' of type Date(required),,active,,,Subscription,Date,Yes,,,,,
property-Subscription-endDate,endDate,Property,Conversion & Subscription,Subscription end date (initial term),Attribute capturing subscription end date (initial term),Field 'endDate' of type Date(required),,active,,,Subscription,Date,Yes,,,,,
property-Subscription-status,status,Property,Conversion & Subscription,Current subscription status,Attribute capturing current subscription status,Field 'status' of type Text(required),,active,,,Subscription,Text,Yes,"enum: ['Active', 'Paused', 'Cancelled', 'Expired', 'Renewed']",,,,
property-Subscription-autoRenewal,autoRenewal,Property,Conversion & Subscription,Whether subscription auto-renews,Attribute capturing whether subscription auto-renews,Field 'autoRenewal' of type Boolean(required),,active,,,Subscription,Boolean,Yes,,,,,
property-Subscription-conversionSource,conversionSource,Property,Conversion & Subscription,Demo that led to this subscription (if applicable),Attribute capturing demo that led to this subscription (if applicable),Field 'conversionSource' of type DemoResults(optional),,active,,,Subscription,DemoResults,No,,,,,
relationship-basedOn,basedOn,Relationship,Conversion & Subscription,Offer is based on demo results,Relationship expressing that  basedOn ,Link from  to  with cardinality 1..1,,active,,,,,,,,,,1..1
relationship-offers,offers,Relationship,Conversion & Subscription,Offer includes one or more package options,Relationship expressing that  offers ,Link from  to  with cardinality 1..*,,active,,,,,,,,,,1..*
relationship-convertedTo,convertedTo,Relationship,Conversion & Subscription,Demo may convert to subscription,Relationship expressing that  convertedTo ,Link from  to  with cardinality 0..1,,active,,,,,,,,,,0..1
relationship-documents,documents,Relationship,Conversion & Subscription,Success story documents demo results,Relationship expressing that  documents ,Link from  to  with cardinality 1..1,,active,,,,,,,,,,1..1
